customer_id,name,age,gender,signup_date,last_purchase_date,total_purchases,total_spent,country,email,device_type,is_subscribed,feedback_score
921c05eb-e604-416c-b861-d2c9f2be773e,Mrs. Brianna Bray DDS,68,Other,2024-12-16,2024-05-18,78,3357.61,Cuba,davidbutler@example.net,Tablet,0,3.8
3bd9a282-0f20-43ee-bb0f-5cba73ef057b,Lisa Campbell,49,Male,2024-02-17,2023-06-24,53,9322.74,Honduras,stephanie59@example.com,Desktop,0,4.9
86e6f172-93ce-48d7-8e33-5682087c95a3,Michael Wise,56,Female,2025-04-17,2023-07-22,51,7378.61,Gabon,davidknight@example.com,Mobile,1,4.3
0d9fe630-4e2e-4fbd-8eb1-dfeb7203226c,Mark Anderson,66,Female,2022-08-18,2024-10-10,39,2885.77,Syrian Arab Republic,phendricks@example.com,Tablet,0,3.8
94e9bd32-5d51-45a8-8200-abe692a7ec85,Amanda Watts,69,Male,2023-11-23,2024-02-16,51,2601.23,Slovakia (Slovak Republic),obautista@example.com,Mobile,1,4.4
61eaf336-7862-4883-98fa-08ed468599d0,Wanda Newman,49,Male,2023-05-04,2025-03-27,70,150.31,Hungary,oaguilar@example.net,Tablet,0,4.9
97d0d4bc-7309-403a-9beb-a777de6b5cc5,Breanna Hall,21,Female,2024-05-25,2023-07-15,6,6987.57,Macao,stephanierosario@example.net,Desktop,0,3.5
6eaa4f3b-5694-43b3-b0ed-55df7113ab32,Dylan Conley,47,Other,2024-11-08,2023-11-26,67,582.96,Solomon Islands,dustinhart@example.com,Mobile,1,3.2
a9ebec6d-5a4c-4ea5-aa7d-f4311dbfd995,Dylan Sullivan,54,Female,2025-04-14,2024-07-25,7,5372.76,Afghanistan,samuel13@example.net,Tablet,0,3.5
2565fc2d-22bc-4460-85b8-eb6a0426be63,Michael Richardson,40,Male,2022-10-20,2023-12-18,51,9625.01,Belize,ryanburns@example.org,Mobile,0,3.1
b63cecda-55e4-4ca6-9d42-05ebdd55dcee,Christopher Terrell,56,Female,2022-08-17,2024-03-30,72,1183.74,Togo,donnalopez@example.com,Mobile,1,3.5
edf4ef9b-2445-4e99-a8d8-31c360a38ffd,Dr. Douglas Mccoy,62,Male,2023-04-21,2024-05-07,42,8955.35,Fiji,christinehoward@example.org,Desktop,1,2.8
01c6f1b4-8220-4611-85d8-3d8ee5280d22,Gregory Robertson,32,Female,2024-04-13,2025-05-12,64,9915.61,Philippines,christina34@example.com,Mobile,1,1.9
b472badb-83a1-4f87-9344-ebee6784077d,Cameron Trujillo,60,Other,2023-10-21,2024-01-06,15,709.02,Paraguay,phillipswilliam@example.net,Tablet,1,1.5
058eac28-9c50-40b1-96e9-9cb3150ad381,Brett Beltran,46,Female,2024-02-04,2023-09-16,29,8840.77,Poland,justin96@example.com,Tablet,1,1.3
8d05d52f-105d-4bb1-94f6-eba1fcf3026c,Edward Davis,53,Female,2024-05-27,2024-12-10,33,5209.18,Costa Rica,susan24@example.com,Tablet,0,2.1
a093c681-dc6c-46da-bf25-0b1a6f2572cf,Margaret Morgan,30,Male,2022-06-16,2025-05-16,94,9074.49,Albania,villegasdawn@example.com,Tablet,1,1.2
393ce8e8-72d1-4d4a-a4ed-dcf475878f38,Scott English,49,Male,2023-01-09,2023-06-27,27,5756.06,Singapore,rachel09@example.com,Desktop,0,3.3
714086f0-ef41-4f7b-8fe3-d34d3008eef7,Daniel Mills,24,Male,2022-12-25,2024-10-22,36,6654.91,Tokelau,castrodaniel@example.org,Mobile,0,2.1
1887f376-f554-4ebe-8006-73f0c56c76cc,Nicole Barry,68,Female,2022-07-09,2025-04-28,29,5483.41,Iran,mwilliamson@example.com,Desktop,0,4.3
bc4a6a83-908f-485d-bc5d-31dc7e239e82,Jacqueline Patterson,39,Other,2024-06-30,2024-04-09,38,8658.48,Bolivia,jacksonrobert@example.net,Mobile,1,1.3
7b00422b-cffc-4a3a-afb5-00b9edd6d5be,Jared Scott,45,Male,2023-06-23,2025-01-06,57,7365.71,Cyprus,thomas39@example.org,Mobile,1,1.9
985dfe74-caa6-4761-8868-13a5250704fc,Robert Williams,19,Male,2025-05-03,2023-09-19,97,5260.48,Peru,nicholsdonna@example.net,Mobile,0,3.9
32936785-b034-47d2-922d-475dab974050,Julie Murphy,59,Female,2024-05-16,2023-11-30,27,8694.79,Tunisia,michaeltimothy@example.net,Desktop,1,3.4
e1a1f7ed-2d42-488c-b867-bbe70a9f73b9,Kimberly Fields,62,Male,2024-03-28,2023-06-18,55,2528.33,Afghanistan,raymondlindsey@example.com,Mobile,1,1.3
3d1d2c98-b25f-4b1e-b716-b3c5170d58b0,Brett Hamilton,23,Other,2023-01-12,2024-05-24,33,1657.67,Korea,jason70@example.net,Desktop,1,4.5
6501222b-91f2-47e0-9a92-25ea4df50322,Brenda Rodriguez,45,Other,2024-03-24,2024-10-21,68,1687.96,Nigeria,prestonlaura@example.com,Tablet,1,4.5
91e467ef-de32-420f-ac7f-6b12cfa701e0,David Newman,45,Male,2025-02-01,2023-08-13,86,3406.69,Madagascar,flucas@example.org,Tablet,0,2.3
1ee7bf55-fd5c-4ff3-8835-6709416345fc,Ashley Rhodes,61,Male,2022-06-25,2024-06-30,66,2463.03,United States of America,dixontim@example.com,Mobile,0,2.4
526dd02c-1fb0-45d4-870e-dac627b3ffe7,Jill Evans,61,Female,2023-12-12,2025-03-16,10,9307.89,Bhutan,howardjames@example.net,Desktop,1,5.0
1522feb1-b4a6-4f00-9f93-046d9bc527ad,Kimberly Gonzalez,37,Other,2024-07-07,2023-11-13,5,1147.76,Turks and Caicos Islands,johnclark@example.net,Tablet,0,3.5
602bb5f7-b6dd-4a1f-9c45-37ede99fc51f,Natalie Stein,47,Other,2024-12-26,2024-06-30,74,7020.01,Syrian Arab Republic,marymosley@example.net,Desktop,1,3.1
4cd3548b-606d-482d-8a7a-fc7173e1cee4,David Casey,28,Male,2024-03-06,2024-08-31,97,1973.29,Qatar,stewarttroy@example.org,Desktop,1,4.4
10393349-71f6-46e7-9a93-c90b2257cc1a,David Smith,45,Female,2022-10-09,2024-04-29,38,8828.21,Seychelles,stephensimon@example.com,Mobile,0,2.1
09732d7f-fcc4-4914-a673-c664494c529d,Martha Olsen,42,Other,2024-11-26,2024-06-26,13,9617.02,Nigeria,michellehawkins@example.net,Tablet,0,2.7
3688414d-0244-4816-a7e1-47577d50e0be,Mark Jensen,56,Other,2024-05-17,2023-07-06,31,4708.15,Antarctica (the territory South of 60 deg S),kiarawarren@example.net,Mobile,0,2.1
9775eeb7-fb03-4fcb-b348-df24c541580f,David Rodriguez,50,Female,2023-01-06,2023-12-31,47,8802.81,Western Sahara,kimberly81@example.com,Mobile,1,4.2
137ee481-6069-46af-b453-51cb4060af30,Kevin Swanson,18,Female,2022-07-13,2024-09-21,88,150.94,Zambia,donnalamb@example.net,Tablet,0,3.3
d0f8ddad-7d8e-4a60-b21d-93e0699587f1,Andrew Collier,44,Other,2025-01-22,2025-05-19,52,8217.47,Indonesia,tararaymond@example.org,Tablet,1,3.6
60082360-5fb9-44ac-8ce1-c57a2c50370b,Brittany Johnson,69,Other,2024-05-04,2024-03-09,56,2363.39,Anguilla,drussell@example.net,Desktop,0,2.0
beb4831c-e1e8-4e0e-bd95-5fa6e52de489,Eric Willis,30,Female,2024-06-17,2024-04-13,15,9096.14,Italy,zrosario@example.net,Tablet,0,1.9
80e6adef-93f1-476e-8daf-57b3c9668660,Patricia Santana,58,Other,2025-03-30,2024-06-16,29,111.09,Kenya,autumn59@example.com,Desktop,1,3.0
535f0c66-2396-4c35-a303-49c70cb5dcff,Dennis Novak,20,Male,2025-02-04,2025-02-21,8,5606.2,Christmas Island,alyssa31@example.net,Desktop,1,4.0
2f132d2b-7c09-4e1f-b853-41bcb00d093b,Samantha Lamb,56,Male,2024-12-11,2025-04-09,5,7590.69,Turkmenistan,bradley35@example.net,Desktop,1,3.1
a5c2d7d1-d3d4-4c7a-97f0-05b303e20f83,Gregory Hopkins,23,Female,2022-10-28,2025-05-01,29,2661.01,Philippines,kfrazier@example.com,Tablet,1,1.1
82bf37e8-5809-430a-b748-3df465ea14c5,Charles Ward,25,Female,2022-09-29,2024-05-26,47,2012.02,Bosnia and Herzegovina,vbarton@example.com,Mobile,1,4.5
9ac95304-960f-423a-9cf6-485fcfff6f63,Lorraine Barron,44,Female,2024-11-07,2025-05-04,68,932.57,Barbados,jeffreysandoval@example.org,Desktop,1,1.3
a54c5ae3-bfe5-43e6-8dd6-961e794415d0,Meredith Lewis,26,Male,2024-06-29,2024-04-11,76,3331.69,Peru,wilsonjeffrey@example.org,Mobile,1,4.8
d86f3a36-d2e2-4acf-83fb-c0f01a83e69c,Lynn Bowman,54,Other,2023-12-07,2023-08-16,45,5642.46,United Arab Emirates,natasha08@example.net,Mobile,1,1.1
7ca4bdec-ca34-41be-8e0b-21662ebd598a,Isabella Beard,50,Male,2023-02-08,2025-02-15,2,1246.85,Fiji,amandabryant@example.com,Tablet,0,3.8
aecbe56b-cc2e-4410-8494-3920b9ec05e4,Kelly Clay,68,Other,2024-09-27,2024-11-17,27,3829.28,Western Sahara,april52@example.net,Mobile,1,1.3
b0e48bc6-e5be-4300-81e8-4924e26bf984,Matthew Mendez,59,Male,2025-04-19,2024-08-10,95,189.82,Uzbekistan,ooneal@example.org,Mobile,1,4.6
33d9ff9c-1cc5-4117-b027-ab64f8728ccc,Zachary Hill,61,Other,2023-03-20,2024-12-30,36,8204.93,Dominican Republic,johnsonyolanda@example.net,Tablet,0,2.9
0d051e57-0844-4395-8401-8c318680caf4,Tiffany Herman,41,Male,2024-09-16,2024-03-24,36,1371.64,Mali,sdavis@example.org,Desktop,1,1.6
11d660bc-56f8-4124-9cc6-ad51ef228275,Nicole Gonzalez,32,Female,2023-04-27,2024-05-06,26,2905.1,United Kingdom,osbornjacob@example.com,Mobile,0,2.4
0c8235de-0199-4b6a-8017-394b1bddd672,Donald Alexander,49,Male,2024-08-11,2023-10-30,43,282.43,Turkmenistan,hswanson@example.org,Tablet,0,1.7
77922e90-06a7-49af-a57e-b4062f80ad5a,Abigail Dominguez,49,Other,2023-08-19,2024-10-17,27,4379.18,Liberia,sarah54@example.net,Mobile,1,1.7
90478976-1eb1-459e-a56e-5fcb3b8c2474,Edward Pierce,41,Male,2024-06-08,2025-05-13,69,8417.2,Benin,connorryan@example.com,Mobile,0,4.8
ed51a336-6a3d-4a99-80c4-ce44d2f24376,Brandon Griffith,58,Male,2024-05-16,2023-11-03,20,3982.3,Pitcairn Islands,larsonmario@example.org,Desktop,1,2.8
25f99d88-d538-42d0-b015-f7daac59f886,Philip Barnes,69,Male,2025-03-26,2025-03-23,11,1877.02,Algeria,marygarcia@example.com,Mobile,0,4.2
2105e2de-6134-49b0-b004-ad66ac85b09c,Alicia Robinson,66,Female,2023-01-20,2023-10-23,74,7561.62,Anguilla,thomascannon@example.com,Tablet,0,3.6
a85034d1-9b76-4779-b35e-ad7691490654,Tiffany Young,66,Male,2023-11-29,2024-11-22,38,7909.19,Pitcairn Islands,elizabeth76@example.org,Mobile,0,3.7
c757a7cd-fe41-4891-b43b-9212ad577740,Denise Henderson,69,Female,2024-12-09,2025-05-02,6,1820.16,South Africa,george98@example.com,Desktop,1,1.5
a057c64e-8cb7-4e92-88c3-8dd9981c2ea8,Troy King,29,Female,2024-02-08,2025-04-25,72,7731.46,Sierra Leone,scottanderson@example.net,Desktop,1,1.9
619af6bb-035d-40cc-8d04-db5cc267e0d0,Katrina Garrett,56,Male,2022-07-27,2024-11-10,23,9478.25,Vietnam,mosleymarc@example.com,Tablet,0,4.1
f923029d-1e3a-4602-bfc7-32d746a566bc,Taylor Donovan,19,Male,2024-12-25,2024-11-22,47,1747.14,Slovakia (Slovak Republic),travis80@example.net,Desktop,0,4.9
ed83d945-20df-45cf-b9a5-9cb6489828ed,Manuel Duran,20,Male,2022-12-11,2025-03-23,90,7732.74,Ireland,kennethcollins@example.net,Mobile,1,2.1
109106bb-bc63-4c84-9c2b-db27291aa4bf,Lisa Thomas,66,Other,2022-08-15,2024-03-11,46,7114.86,Bangladesh,cameron48@example.net,Desktop,1,2.1
e93c655c-a2c7-4fcd-8ff1-7c076f1c1900,Reginald Montgomery,54,Male,2024-11-18,2024-05-25,12,4788.38,Hong Kong,halladrian@example.net,Tablet,0,2.9
178c0da1-cf61-43eb-a368-f46e457844e5,Jorge Foster,66,Female,2024-01-03,2023-10-11,90,673.41,Turks and Caicos Islands,rachaelscott@example.com,Desktop,0,4.9
30880c46-d14b-450d-b603-8cb6e0397052,Jesus Brown,34,Male,2024-05-28,2025-01-21,13,839.47,Moldova,xsanchez@example.net,Desktop,1,2.1
a81e196d-2046-47b4-9f2c-ea401e0b7360,Kathleen Haynes,66,Other,2023-08-14,2024-11-15,62,8538.91,Saint Lucia,jeremy03@example.net,Desktop,1,2.6
5d4feef5-e46a-4729-99ed-b0ba00506e5d,Gregory Guzman,19,Male,2023-01-24,2025-03-02,82,9902.47,Cote d'Ivoire,danielle03@example.net,Tablet,1,4.6
6a300bbc-16bc-4912-91f0-60f1fdd7a196,Jerry Mccoy,19,Other,2022-06-01,2025-03-01,89,6792.92,Tunisia,raymondsutton@example.com,Desktop,1,1.0
5cb11fcb-77d3-40ff-8500-5fa4437a02b3,Jose White II,45,Other,2025-03-30,2023-10-20,97,4514.99,Kenya,freynolds@example.com,Desktop,1,1.2
1102004b-3019-48ba-853e-eebd5b208c82,James Ortiz,40,Male,2024-11-23,2024-09-26,60,6510.98,Finland,griffithvictoria@example.org,Mobile,0,3.4
c8838b35-077e-43dc-b37e-8740c54bc40b,Brett Hall,54,Female,2022-07-05,2024-12-11,43,5984.52,Niger,miguelstevenson@example.com,Tablet,1,4.6
f854736a-4dd2-4788-83e0-02da073f91a0,Anne Richardson,49,Other,2025-01-30,2023-06-26,76,3897.76,Samoa,miguel90@example.net,Desktop,0,2.0
993f026a-812b-49e9-afa4-3a567a129b8a,John Stewart,50,Male,2023-10-27,2024-10-19,68,749.7,Cayman Islands,fmartin@example.org,Tablet,1,2.9
3fffb9c2-e381-449f-b85e-4f30d678a89a,Kimberly Armstrong,18,Male,2024-06-06,2024-07-22,5,8232.98,New Caledonia,andrewsjocelyn@example.net,Desktop,0,2.8
fb3a92b9-7247-4354-9ebf-1171712834df,Jackson Davis,36,Female,2023-05-02,2024-04-26,37,3781.15,Saint Lucia,hamiltonjesse@example.net,Desktop,1,2.9
d8d9631b-64c0-4af8-b40e-9c61ce2323ec,Latoya Ramirez,19,Other,2025-05-02,2023-10-20,72,8205.98,Barbados,eadams@example.com,Desktop,1,3.5
84d58028-046a-4cf6-ba0d-14c44054b8e7,Colleen King,61,Other,2024-12-11,2025-05-27,92,2599.84,Botswana,justindixon@example.com,Mobile,0,2.9
3c65bc31-29f6-4717-9869-a770f4195e61,Walter Thomas,43,Male,2023-08-27,2024-07-29,31,110.19,Bhutan,simpsonalexis@example.org,Mobile,0,2.8
254c4692-0bc3-49f7-888d-67729f3e9c44,Charles Carter,49,Male,2023-12-10,2024-01-07,9,1673.49,Nepal,sextonsara@example.com,Mobile,1,2.9
24a29c83-f3b7-413d-a5b7-dc49d1a99d94,Carolyn Nolan,23,Female,2025-05-16,2024-05-06,51,4738.54,British Indian Ocean Territory (Chagos Archipelago),kaiserchristopher@example.org,Tablet,1,3.4
eaf54e04-8cd2-4dc4-aefc-ae9d5a861681,Adrian Watson,49,Female,2023-12-10,2023-08-21,29,9448.61,Qatar,bishopmatthew@example.org,Tablet,1,3.1
03a93b44-6716-443d-9162-9a8c6b89ef20,Dr. Ashlee Cruz,21,Other,2022-08-12,2024-04-27,78,1111.72,Philippines,kevin22@example.org,Mobile,1,4.4
cfb7bbfe-3a43-4e3a-a4a6-464f9344d1cf,Jacob Rivas,28,Other,2022-10-14,2025-01-08,40,8556.68,United Kingdom,amandahernandez@example.org,Tablet,1,1.2
66309cc3-c5b2-4231-b77c-9bba56050730,Elizabeth Smith,34,Male,2023-06-14,2023-09-16,41,5317.54,Ireland,dustin67@example.com,Desktop,0,4.3
31e08113-48a7-4a78-9cee-3f8cac0efd12,Eric Simmons,55,Other,2023-04-28,2025-01-22,86,8276.62,Cook Islands,ppetty@example.com,Desktop,0,4.4
5ad8aa2c-a75c-4a89-81ef-cac9ccae8cb9,Stephanie Bonilla,41,Female,2023-04-14,2024-02-10,11,3053.91,Aruba,ariasmatthew@example.org,Desktop,1,2.1
5192e3d8-b463-4011-b25e-26da05f0b1f9,David Ewing,22,Female,2024-01-05,2024-09-26,23,8415.48,Taiwan,matthew25@example.com,Mobile,0,2.9
959129e9-8275-4fad-acde-c3b65efd51ee,Gordon Martinez,69,Male,2023-04-09,2023-10-30,1,7750.95,South Georgia and the South Sandwich Islands,murphylisa@example.org,Tablet,0,2.8
b2004321-d8e1-4a7b-b5ce-886db2d33ac4,Holly Williams,51,Female,2023-06-29,2025-03-23,46,2377.53,Nigeria,april57@example.com,Mobile,0,1.9
99865d33-6319-4031-862e-425fd334e1cf,Christina Hernandez,23,Female,2024-10-26,2025-01-05,21,1400.22,Saint Barthelemy,coleadam@example.net,Tablet,1,2.6
fb26b2c7-cb28-48ba-801e-80842a133b3b,Jacob Woods,39,Female,2022-08-20,2023-11-23,90,8693.74,Nicaragua,oharris@example.net,Desktop,0,1.2
e6709432-edd0-4aea-861c-12446901d7a3,Diane Vega,28,Female,2024-03-23,2024-10-15,36,9636.04,Germany,jason55@example.net,Mobile,1,2.1
db098fba-e14a-435d-ba1e-a765ecfb819c,Luis Dennis,65,Male,2022-11-23,2023-11-27,54,409.89,Spain,plee@example.org,Tablet,0,4.3
76253361-7d42-45a8-9b09-0cd503b9a770,Nathan Perkins,33,Male,2024-04-03,2023-08-06,87,7339.57,Bhutan,bthompson@example.org,Tablet,1,2.1
9dcd3fbe-4d77-4f01-8c87-248867961538,Ruben Chang,50,Other,2023-12-02,2024-07-25,57,9104.29,Senegal,dhardy@example.com,Desktop,0,4.3
b00f4686-5fbf-409b-804b-c95c44def232,Jennifer Miller,26,Female,2023-07-17,2023-08-11,1,8587.86,Myanmar,crawfordashley@example.org,Mobile,1,3.1
472dee07-48eb-4f1a-90da-0cd0ef8306ed,Eric Obrien,23,Other,2023-07-24,2024-10-16,63,9648.75,Tonga,kholmes@example.com,Mobile,1,4.5
efb6f3b2-6ec4-4b50-9964-5531decded75,Nicole Andrews,33,Male,2024-11-09,2024-10-18,54,7624.93,Saudi Arabia,gtucker@example.org,Mobile,0,3.3
440d4d6e-1880-4ef2-a4f9-d5616b68ac0e,Randy Duke,46,Male,2024-06-11,2024-05-27,55,4478.76,Iraq,shannonjohnson@example.org,Desktop,1,1.1
cfb1b09b-305b-4046-aa01-8cfcb860b010,Crystal Taylor,20,Male,2024-03-01,2023-10-26,40,3188.32,Dominican Republic,michaelbryant@example.net,Mobile,1,3.7
b01826fe-6639-41d6-8c98-aba441d0b065,Nathan Morrow,37,Male,2023-10-20,2024-05-17,15,3275.35,Bhutan,bennettjerry@example.com,Desktop,1,1.2
89359e22-e0d9-4b6f-8259-e0c42b24aaf0,Fernando Anderson,53,Male,2024-02-05,2025-04-14,21,7271.78,Cuba,billyzamora@example.net,Desktop,1,2.8
f03159de-2dbf-4a12-ac45-a5456b251446,Traci Campbell,36,Male,2024-07-11,2024-11-21,47,7483.79,Saint Lucia,michaelrich@example.org,Desktop,1,4.7
9c75933d-778e-4a62-a619-4841e8306bfe,Jesus Lowery,43,Male,2023-07-08,2024-03-11,73,2083.56,Australia,roachelizabeth@example.net,Tablet,1,1.7
ab1f9d11-8d16-4380-be39-baad862ca55a,Nicole Garza,20,Female,2023-01-17,2024-09-30,53,8694.42,Qatar,cooperkatie@example.org,Mobile,1,2.6
1414397d-e024-41f6-a479-13cee9d87dae,Cassie Jones,36,Other,2024-02-25,2024-09-14,9,7177.75,Wallis and Futuna,fpatterson@example.com,Mobile,1,3.9
a31961f4-8140-4dbe-8089-e6b8845a5616,Sheila Guzman,37,Male,2022-09-05,2025-02-21,74,5671.23,Mongolia,anita68@example.net,Desktop,0,4.5
7b36b2c8-5cdf-4432-8a78-0529bd74ffe4,Meredith Boyd,49,Female,2024-08-22,2024-02-02,52,4768.17,United States of America,jesse20@example.net,Desktop,0,3.7
752ec855-32e3-4695-b106-74511eebcac2,Jodi Hubbard,24,Female,2023-02-17,2024-04-17,57,5478.0,Jamaica,mary50@example.com,Mobile,1,2.0
cfbf183c-504d-462b-8424-ffd48efb8469,Lance Douglas,69,Other,2023-12-04,2023-12-23,26,1676.53,Slovenia,simmonscrystal@example.net,Desktop,1,3.7
8df26766-fe9b-437b-9ea1-90d6a75d5fb2,Joshua Dudley,58,Male,2024-09-25,2024-06-06,41,2116.64,Greece,janice71@example.org,Mobile,0,2.2
ff636b0f-453e-4325-a858-a6797a16ab9b,Ralph West,50,Other,2025-03-16,2023-09-13,35,1002.53,Tunisia,hannah24@example.net,Tablet,0,3.9
766951fb-633e-44d8-be66-e73b3afa16c4,Eric Malone,57,Male,2024-03-22,2025-01-22,63,1621.21,Montenegro,jessica97@example.org,Desktop,0,4.8
5936d583-37e0-47ef-b188-b7e46e2e9397,Megan Morales,56,Female,2022-07-20,2023-10-15,25,4591.57,Belize,thenry@example.net,Mobile,1,3.9
989278dc-5096-40d0-a917-b1e8f94a7de9,Patricia Ferguson,35,Female,2022-06-24,2024-12-19,90,5350.51,Turkey,kmckinney@example.org,Desktop,0,4.5
b3ea0e49-0507-49f6-81a2-31e692b0f88f,Mary Le,57,Female,2024-03-28,2023-06-24,75,276.83,Niue,christophermoody@example.com,Mobile,1,1.0
97160c64-dd61-41e7-afff-d3a7d53d3d00,Christopher Moody,18,Female,2023-04-17,2025-01-01,38,7988.3,Svalbard & Jan Mayen Islands,vangzachary@example.net,Mobile,1,3.9
3fff58d2-1313-45d6-9968-556a54041fa0,Scott Lowe,28,Other,2022-06-09,2024-12-13,2,3012.26,Turkey,hallkimberly@example.com,Desktop,0,4.3
28463ca3-5b46-45fb-8b31-7f15fbae07ea,Gary Jones,45,Male,2024-05-23,2025-04-05,7,9127.18,Tonga,christineherman@example.com,Tablet,1,1.2
58f6bc76-624a-47e6-a197-c5f5b13e6842,Kimberly Thomas,42,Male,2024-11-27,2023-06-30,82,9678.36,Cote d'Ivoire,qbutler@example.net,Mobile,1,4.5
598b1367-938a-4ed0-b213-bb9d35cd9fb9,Matthew Watkins,67,Other,2024-05-14,2023-10-09,91,1936.04,Bhutan,amanda86@example.com,Mobile,1,2.0
3b54f23d-5b41-421b-bfbb-5dd2067c5d68,Brady Parrish,40,Male,2023-04-06,2024-04-24,34,4674.76,Tanzania,ostark@example.org,Mobile,1,3.7
6625e436-849f-4783-a947-6c76270538a7,Elizabeth Smith,48,Female,2025-04-24,2025-04-27,91,112.2,United Kingdom,ndominguez@example.org,Tablet,0,4.2
8fa20692-d44d-4b93-a9fa-d44152852d3e,Brittany Cook,47,Male,2024-06-16,2025-01-05,17,6023.44,Japan,glenda09@example.com,Tablet,0,3.7
d598b4dd-881b-40ef-9c4a-338a6346074e,Seth Miller,59,Female,2022-09-29,2025-02-01,43,6112.33,Mayotte,mcdowelljoseph@example.com,Desktop,1,1.4
f6667a73-851c-49a1-8c21-f286c063fd5b,Leslie Moses,52,Other,2022-09-26,2024-03-03,59,2550.65,Palau,snelson@example.com,Tablet,1,3.4
a63e9d64-b3d8-4edb-9394-6a82184f0122,Michael Hale,24,Male,2024-05-09,2023-08-12,51,5628.29,Madagascar,edwardgraham@example.org,Desktop,0,3.2
c1e4afde-4cde-4f29-b66d-0da438360b40,Clinton Russo,33,Other,2022-11-07,2024-11-08,54,2332.85,Saudi Arabia,bennetttanya@example.net,Desktop,1,4.6
0db64879-84e3-4c65-84f3-bb0ef4cf3482,Christina Lopez,43,Male,2024-05-21,2025-01-13,24,1692.17,Singapore,rachelsmall@example.com,Tablet,0,2.6
cd1c7d89-3f7d-4680-be07-feb5cb62e9b8,James Mccullough,65,Female,2023-07-06,2025-03-30,25,6550.04,Dominica,jeffery97@example.com,Desktop,1,2.3
719d9108-362f-4009-8b2d-0802442f86e0,Kendra Hahn,69,Other,2022-07-24,2023-07-22,71,3326.66,Northern Mariana Islands,mvazquez@example.net,Tablet,1,4.0
70d7ff85-e506-4186-801a-282b9eb746b5,Richard Henderson,66,Male,2024-02-03,2025-01-01,52,5943.61,Zimbabwe,ewhitehead@example.org,Desktop,0,2.7
6afaafb8-bb42-4331-8279-ebda3ab899f8,Phillip Washington,19,Female,2023-01-12,2024-02-22,70,4389.14,Somalia,beth31@example.com,Tablet,0,3.6
307ade88-601a-4c3b-812e-76ae74b55c45,Natasha Williams,18,Other,2023-06-03,2024-12-18,88,9845.08,Rwanda,kellythompson@example.com,Tablet,0,3.6
69fc295f-90dd-44dc-9475-191a13ddb366,James Bennett,65,Other,2022-09-22,2024-03-06,33,1580.85,Isle of Man,cooleyemily@example.com,Desktop,0,4.6
3e1651f1-0340-4b2e-bcdb-883ae566d499,Andre Gill,29,Male,2025-02-01,2024-02-12,49,4699.53,Saint Helena,patriciabutler@example.net,Mobile,1,3.4
5fe3fd82-2d98-4489-8a3f-2155ff379fc0,Lindsey Keith,22,Male,2022-10-15,2024-02-25,29,6836.52,Wallis and Futuna,feliciacampbell@example.com,Desktop,0,3.0
84a4cef8-a5d5-4991-b0d7-3d67b3d3546f,Jeremy Hernandez,54,Male,2025-05-28,2024-07-22,63,4015.9,Somalia,qrice@example.org,Tablet,1,1.6
462b92d0-bf9e-46b2-b3c1-c481fd9df4c8,Ronald Williams,49,Female,2024-11-10,2024-05-03,22,9749.53,Latvia,elizabeth48@example.com,Mobile,0,1.5
7a56f062-4d74-4d01-ae85-93c725146e90,Jeffrey Francis,26,Male,2022-10-06,2023-10-24,26,7246.69,Belarus,gregory95@example.net,Desktop,0,1.6
58da4fcc-c52e-474d-854d-a5a8f229fb25,Keith Gilbert,58,Other,2024-11-04,2023-11-12,28,6604.14,Sudan,spacheco@example.org,Desktop,1,1.7
3dda43bb-b569-4e08-bc90-975f686d071f,Aaron Dennis,52,Other,2025-03-20,2023-06-07,85,7594.89,Cayman Islands,youngtimothy@example.com,Desktop,0,3.6
0fa785de-005e-46df-8ada-d3dfb20ee161,Michael Carter,36,Male,2023-07-11,2025-04-24,49,9531.22,Wallis and Futuna,anna43@example.net,Mobile,0,4.0
8ff3c851-5270-44b4-9ec5-c8039d4e98cf,Omar Price,65,Male,2022-10-13,2023-11-28,71,9087.4,Uzbekistan,hardingronald@example.com,Tablet,0,3.1
83e9b89e-20e1-4a19-a409-de0c298c6495,Brenda Adkins,33,Other,2024-05-22,2025-02-09,81,7270.42,Sweden,ukennedy@example.org,Desktop,0,4.3
046e71f3-bcf1-4195-806d-3e5fdb8913bf,Jose Campbell,20,Female,2023-09-13,2023-09-06,84,7516.7,Lao People's Democratic Republic,tsloan@example.org,Desktop,1,5.0
fb66ce07-225c-46a0-b275-c3dd2a5613a5,Nicholas Richmond,37,Male,2024-11-25,2024-09-23,49,1544.63,Saint Pierre and Miquelon,rogerscarlos@example.com,Desktop,1,4.3
f4060f56-de69-487f-8fb6-075d23fbf088,Brett Warren,41,Male,2024-02-27,2024-11-12,20,1117.64,Haiti,isimon@example.org,Desktop,0,3.8
994902db-58db-4fee-a42f-5f5ebf0df479,Megan Villanueva,50,Other,2024-08-07,2024-11-27,86,5751.95,Denmark,glenda70@example.net,Desktop,0,3.1
e0cf2b6c-b187-4133-b617-b8fc5d1fffdb,Sarah Diaz,41,Male,2023-03-30,2023-12-22,92,281.84,El Salvador,halljane@example.net,Tablet,0,2.8
c44c0447-5b22-4196-b9ec-e4fcfc2fd734,Kathleen Greene,69,Female,2022-10-05,2024-01-26,63,4875.33,Togo,jmeadows@example.org,Tablet,1,1.3
